Date;Product Name;Product Category
16.08.2019 06:52;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
16.08.2019 06:38;Tee (Small);Tea
16.08.2019 06:38;Double Espresso (Grinder 1, Small);Espresso
16.08.2019 06:38;Double Espresso (Grinder 1, Small);Espresso
16.08.2019 06:37;Kaffee (Grinder 2, Small);Coffee
16.08.2019 06:35;Kaffee (Grinder 2, Small);Coffee
16.08.2019 06:35;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
16.08.2019 06:32;Kaffee (Grinder 2, Small);Coffee
16.08.2019 06:31;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
16.08.2019 06:30;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
16.08.2019 06:29;Kaffee (Grinder 2, Small);Coffee
16.08.2019 06:24;Kaffee (Grinder 2, Small);Coffee
16.08.2019 06:14;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
16.08.2019 06:13;Kaffee (Grinder 2, Small);Coffee
16.08.2019 06:12;Kaffee (Grinder 2, Small);Coffee
16.08.2019 05:46;Kaffee (Grinder 2, Small);Coffee
14.08.2019 15:35;_Cleaning;_Cleaning
14.08.2019 15:05;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 15:03;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 14:59;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
14.08.2019 14:55;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 14:54;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 14:53;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 14:52;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 14:49;Espresso (Grinder 1, Small);Espresso
14.08.2019 14:49;Espresso (Grinder 1, Small);Espresso
14.08.2019 14:47;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 14:39;Milchschaum (Milk 1, Small);Milk Foam
14.08.2019 14:39;Tee (Small);Tea
14.08.2019 14:32;Espresso (Grinder 1, Small);Espresso
14.08.2019 14:20;Espresso (Grinder 1, Small);Espresso
14.08.2019 14:04;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
14.08.2019 14:03;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
14.08.2019 13:58;Espresso (Grinder 1, Small);Espresso
14.08.2019 13:38;Milchschaum (Milk 1, Small);Milk Foam
14.08.2019 13:38;Tee (Small);Tea
14.08.2019 13:16;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 13:02;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 12:58;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 12:57;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 12:51;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 12:43;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 12:43;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 12:36;Kaffee (Grinder 2, Small);Coffee
14.08.2019 12:34;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
14.08.2019 12:26;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
14.08.2019 12:26;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
14.08.2019 12:25;Espresso (Grinder 1, Small);Espresso
14.08.2019 12:24;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 12:24;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 12:20;Espresso (Grinder 1, Small);Espresso
14.08.2019 12:13;Espresso (Grinder 1, Small);Espresso
14.08.2019 12:12;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 12:11;Espresso (Grinder 1, Small);Espresso
14.08.2019 12:08;Espresso (Grinder 1, Small);Espresso
14.08.2019 12:06;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 12:03;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 12:03;Espresso (Grinder 1, Small);Espresso
14.08.2019 12:02;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 11:05;Espresso (Grinder 1, Small);Espresso
14.08.2019 10:52;Espresso (Grinder 1, Small);Espresso
14.08.2019 10:50;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 10:44;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
14.08.2019 10:42;Milch (Milk 1, Small);Milk
14.08.2019 10:41;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 10:08;Tee (Small);Tea
14.08.2019 10:08;Tee (Small);Tea
14.08.2019 09:19;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 09:16;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 09:09;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
14.08.2019 09:08;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
14.08.2019 09:08;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
14.08.2019 09:07;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 09:07;Kaffee (Grinder 2, Small);Coffee
14.08.2019 09:06;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
14.08.2019 09:05;Espresso (Grinder 1, Small);Espresso
14.08.2019 09:05;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
14.08.2019 09:04;Kaffee (Grinder 2, Small);Coffee
14.08.2019 09:04;Kaffee (Grinder 2, Small);Coffee
14.08.2019 09:03;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
14.08.2019 09:02;Kaffee (Grinder 2, Small);Coffee
14.08.2019 09:02;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
14.08.2019 09:01;Espresso (Grinder 1, Small);Espresso
14.08.2019 09:00;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
14.08.2019 08:42;White Americano (Grinder 1, Milk 1, Small);White Americano
14.08.2019 08:41;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
14.08.2019 08:38;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
14.08.2019 08:37;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
14.08.2019 08:14;Espresso (Grinder 1, Small);Espresso
14.08.2019 08:13;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 08:08;Ristretto (Grinder 1, Small);Ristretto
14.08.2019 08:07;Ristretto (Grinder 1, Small);Ristretto
14.08.2019 08:02;Kaffee (Grinder 2, Small);Coffee
14.08.2019 08:02;Kaffee (Grinder 2, Small);Coffee
14.08.2019 08:01;Kaffee (Grinder 2, Small);Coffee
14.08.2019 08:00;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 07:55;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
14.08.2019 07:53;Tee (Small);Tea
14.08.2019 07:53;Tee (Small);Tea
14.08.2019 07:51;Espresso (Grinder 1, Small);Espresso
14.08.2019 07:50;Tee (Small);Tea
14.08.2019 07:50;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 07:49;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 07:48;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
14.08.2019 07:46;Latte Macchiato (Grinder 1, Milk 1, Small);Latte Macchiato
14.08.2019 07:45;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
14.08.2019 07:40;Espresso (Grinder 1, Small);Espresso
14.08.2019 07:37;Espresso (Grinder 1, Small);Espresso
14.08.2019 07:31;Kaffee (Grinder 2, Small);Coffee
14.08.2019 07:25;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
14.08.2019 07:13;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
14.08.2019 07:12;Espresso (Grinder 1, Small);Espresso
14.08.2019 07:10;Kaffee (Grinder 2, Small);Coffee
14.08.2019 07:06;Tee (Small);Tea
14.08.2019 07:04;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
14.08.2019 07:00;Tee (Small);Tea
14.08.2019 06:59;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 06:53;Tee (Small);Tea
14.08.2019 06:51;Espresso (Grinder 1, Small);Espresso
14.08.2019 06:45;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
14.08.2019 06:45;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
14.08.2019 06:37;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 06:36;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
14.08.2019 06:34;Milch (Milk 1, Small);Milk
14.08.2019 06:33;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
14.08.2019 06:33;Kaffee (Grinder 2, Small);Coffee
14.08.2019 06:32;Kaffee (Grinder 2, Small);Coffee
14.08.2019 06:31;Kaffee (Grinder 2, Small);Coffee
14.08.2019 06:30;Kaffee (Grinder 2, Small);Coffee
14.08.2019 06:29;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
14.08.2019 06:29;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
14.08.2019 06:28;Kaffee (Grinder 2, Small);Coffee
14.08.2019 06:27;Kaffee (Grinder 2, Small);Coffee
14.08.2019 06:25;Tee (Small);Tea
14.08.2019 06:24;Kaffee (Grinder 2, Small);Coffee
14.08.2019 06:19;Kaffee (Grinder 2, Small);Coffee
14.08.2019 06:17;Kaffee (Grinder 2, Small);Coffee
14.08.2019 06:16;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
14.08.2019 06:08;Kaffee (Grinder 2, Small);Coffee
14.08.2019 06:00;Tee (Small);Tea
14.08.2019 06:00;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 06:00;Double Espresso (Grinder 1, Small);Espresso
14.08.2019 05:48;Tee (Small);Tea
14.08.2019 05:48;Tee (Small);Tea
14.08.2019 05:48;Tee (Small);Tea
14.08.2019 05:35;Kaffee (Grinder 2, Small);Coffee
14.08.2019 05:34;Kaffee (Grinder 2, Small);Coffee
13.08.2019 15:48;Tee (Small);Tea
13.08.2019 15:48;Tee (Small);Tea
13.08.2019 15:48;Espresso (Grinder 1, Small);Espresso
13.08.2019 15:47;Ristretto (Grinder 1, Small);Ristretto
13.08.2019 15:47;Espresso (Grinder 1, Small);Espresso
13.08.2019 15:32;_Cleaning;_Cleaning
13.08.2019 15:05;Kaffee (Grinder 2, Small);Coffee
13.08.2019 15:00;Kaffee (Grinder 2, Small);Coffee
13.08.2019 14:56;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
13.08.2019 14:55;Espresso (Grinder 1, Small);Espresso
13.08.2019 14:50;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 14:50;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
13.08.2019 14:48;Tee (Small);Tea
13.08.2019 14:48;Tee (Small);Tea
13.08.2019 14:48;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 14:47;Espresso (Grinder 1, Small);Espresso
13.08.2019 14:47;Kaffee (Grinder 2, Small);Coffee
13.08.2019 14:10;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 13:22;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
13.08.2019 13:21;Espresso (Grinder 1, Small);Espresso
13.08.2019 13:20;Espresso (Grinder 1, Small);Espresso
13.08.2019 13:03;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 13:02;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 13:01;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 13:01;Espresso (Grinder 1, Small);Espresso
13.08.2019 12:59;Espresso (Grinder 1, Small);Espresso
13.08.2019 12:55;Tee (Small);Tea
13.08.2019 12:55;Tee (Small);Tea
13.08.2019 12:55;Tee (Small);Tea
13.08.2019 12:49;Espresso (Grinder 1, Small);Espresso
13.08.2019 12:49;Kaffee (Grinder 2, Small);Coffee
13.08.2019 12:23;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
13.08.2019 12:22;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 12:22;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 12:21;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 12:20;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
13.08.2019 12:17;Espresso (Grinder 1, Small);Espresso
13.08.2019 12:16;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 12:14;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 12:13;Tee (Small);Tea
13.08.2019 12:13;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 12:12;Espresso (Grinder 1, Small);Espresso
13.08.2019 12:12;Kaffee (Grinder 2, Small);Coffee
13.08.2019 12:11;Kaffee (Grinder 2, Small);Coffee
13.08.2019 12:06;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 12:05;Kaffee (Grinder 2, Small);Coffee
13.08.2019 11:58;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 11:58;Kaffee (Grinder 2, Small);Coffee
13.08.2019 11:57;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 11:25;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 11:24;Kaffee (Grinder 2, Small);Coffee
13.08.2019 10:56;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
13.08.2019 10:23;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
13.08.2019 10:16;Espresso (Grinder 1, Small);Espresso
13.08.2019 10:03;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 09:53;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 09:52;Espresso (Grinder 1, Small);Espresso
13.08.2019 09:40;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 09:21;Kaffee (Grinder 2, Small);Coffee
13.08.2019 09:21;Kaffee (Grinder 2, Small);Coffee
13.08.2019 09:20;Kaffee (Grinder 2, Small);Coffee
13.08.2019 09:17;Milchschaum (Milk 1, Small);Milk Foam
13.08.2019 09:16;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
13.08.2019 09:13;Espresso (Grinder 1, Small);Espresso
13.08.2019 09:11;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 09:10;White Americano (Grinder 1, Milk 1, Small);White Americano
13.08.2019 09:09;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 09:08;Kaffee (Grinder 2, Small);Coffee
13.08.2019 09:07;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
13.08.2019 09:07;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
13.08.2019 09:06;Espresso (Grinder 1, Small);Espresso
13.08.2019 09:06;Tee (Small);Tea
13.08.2019 09:06;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 09:05;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 09:04;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
13.08.2019 09:04;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
13.08.2019 09:03;Kaffee (Grinder 2, Small);Coffee
13.08.2019 09:03;Ristretto (Grinder 1, Small);Ristretto
13.08.2019 09:02;Kaffee (Grinder 2, Small);Coffee
13.08.2019 09:00;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 08:59;Kaffee (Grinder 2, Small);Coffee
13.08.2019 08:53;Kaffee (Grinder 2, Small);Coffee
13.08.2019 08:52;Kaffee (Grinder 2, Small);Coffee
13.08.2019 08:40;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
13.08.2019 08:39;Kaffee (Grinder 2, Small);Coffee
13.08.2019 08:30;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 08:29;Kaffee (Grinder 2, Small);Coffee
13.08.2019 08:27;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
13.08.2019 08:16;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
13.08.2019 08:07;Kaffee (Grinder 2, Small);Coffee
13.08.2019 08:01;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 08:00;Kaffee (Grinder 2, Small);Coffee
13.08.2019 07:59;Kaffee (Grinder 2, Small);Coffee
13.08.2019 07:58;Kaffee (Grinder 2, Small);Coffee
13.08.2019 07:58;Kaffee (Grinder 2, Small);Coffee
13.08.2019 07:44;Ristretto (Grinder 1, Small);Ristretto
13.08.2019 07:44;Ristretto (Grinder 1, Small);Ristretto
13.08.2019 07:43;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 07:42;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 07:37;Espresso (Grinder 1, Small);Espresso
13.08.2019 07:29;Espresso (Grinder 1, Small);Espresso
13.08.2019 07:23;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 07:22;Milch (Milk 1, Small);Milk
13.08.2019 07:20;Tee (Small);Tea
13.08.2019 07:20;Tee (Small);Tea
13.08.2019 07:20;Tee (Small);Tea
13.08.2019 07:17;Tee (Small);Tea
13.08.2019 07:17;Tee (Small);Tea
13.08.2019 07:09;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
13.08.2019 07:07;Espresso (Grinder 1, Small);Espresso
13.08.2019 07:06;Kaffee (Grinder 2, Small);Coffee
13.08.2019 07:03;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
13.08.2019 06:59;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 06:57;Kaffee (Grinder 2, Small);Coffee
13.08.2019 06:55;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
13.08.2019 06:54;Kaffee (Grinder 2, Small);Coffee
13.08.2019 06:53;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
13.08.2019 06:53;Tee (Small);Tea
13.08.2019 06:52;Kaffee (Grinder 2, Small);Coffee
13.08.2019 06:45;Tee (Small);Tea
13.08.2019 06:45;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 06:45;Kaffee (Grinder 2, Small);Coffee
13.08.2019 06:40;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
13.08.2019 06:38;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 06:36;Kaffee (Grinder 2, Small);Coffee
13.08.2019 06:35;Tee (Small);Tea
13.08.2019 06:35;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 06:34;Kaffee (Grinder 2, Small);Coffee
13.08.2019 06:31;Kaffee (Grinder 2, Small);Coffee
13.08.2019 06:27;Kaffee (Grinder 2, Small);Coffee
13.08.2019 06:20;Tee (Small);Tea
13.08.2019 06:20;Double Espresso (Grinder 1, Small);Espresso
13.08.2019 06:17;Kaffee (Grinder 2, Small);Coffee
13.08.2019 06:16;Espresso (Grinder 1, Small);Espresso
13.08.2019 06:12;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
13.08.2019 06:04;Kaffee (Grinder 2, Small);Coffee
13.08.2019 05:56;Kaffee (Grinder 2, Small);Coffee
13.08.2019 05:50;Kaffee (Grinder 2, Small);Coffee
13.08.2019 05:49;Kaffee (Grinder 2, Small);Coffee
13.08.2019 05:47;Tee (Small);Tea
13.08.2019 05:47;Tee (Small);Tea
13.08.2019 05:47;Tee (Small);Tea
13.08.2019 05:24;Kaffee (Grinder 2, Small);Coffee
12.08.2019 15:55;Ristretto (Grinder 1, Small);Ristretto
12.08.2019 15:46;Kaffee (Grinder 2, Small);Coffee
12.08.2019 15:32;_Cleaning;_Cleaning
12.08.2019 15:01;Kaffee (Grinder 2, Small);Coffee
12.08.2019 14:59;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 14:58;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 14:57;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 14:56;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 14:51;Espresso (Grinder 1, Small);Espresso
12.08.2019 14:48;Espresso (Grinder 1, Small);Espresso
12.08.2019 14:47;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
12.08.2019 14:46;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 13:49;Espresso (Grinder 1, Small);Espresso
12.08.2019 13:44;Kaffee (Grinder 2, Small);Coffee
12.08.2019 13:40;Ristretto (Grinder 1, Small);Ristretto
12.08.2019 12:54;Tee (Small);Tea
12.08.2019 12:54;Tee (Small);Tea
12.08.2019 12:49;Kaffee (Grinder 2, Small);Coffee
12.08.2019 12:40;Espresso (Grinder 1, Small);Espresso
12.08.2019 12:39;Espresso (Grinder 1, Small);Espresso
12.08.2019 12:38;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 12:18;Tee (Small);Tea
12.08.2019 12:18;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 12:16;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 12:15;Espresso (Grinder 1, Small);Espresso
12.08.2019 12:14;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 12:14;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
12.08.2019 12:13;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 12:12;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
12.08.2019 12:12;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
12.08.2019 12:11;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 12:10;Espresso (Grinder 1, Small);Espresso
12.08.2019 12:10;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 12:06;Espresso (Grinder 1, Small);Espresso
12.08.2019 11:59;Espresso (Grinder 1, Small);Espresso
12.08.2019 10:53;Kaffee (Grinder 2, Small);Coffee
12.08.2019 10:01;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.08.2019 09:43;White Americano (Grinder 1, Milk 1, Small);White Americano
12.08.2019 09:28;Kaffee (Grinder 2, Small);Coffee
12.08.2019 09:27;Kaffee (Grinder 2, Small);Coffee
12.08.2019 09:20;Espresso (Grinder 1, Small);Espresso
12.08.2019 09:19;White Americano (Grinder 1, Milk 1, Small);White Americano
12.08.2019 09:15;Kaffee (Grinder 2, Small);Coffee
12.08.2019 09:14;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.08.2019 09:14;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.08.2019 09:13;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
12.08.2019 09:13;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
12.08.2019 09:12;Espresso (Grinder 1, Small);Espresso
12.08.2019 09:09;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
12.08.2019 09:08;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 09:08;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 09:07;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.08.2019 09:06;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.08.2019 09:06;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 09:05;Kaffee (Grinder 2, Small);Coffee
12.08.2019 09:04;Kaffee (Grinder 2, Small);Coffee
12.08.2019 09:04;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.08.2019 09:03;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.08.2019 09:02;Tee (Small);Tea
12.08.2019 09:02;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
12.08.2019 09:02;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 08:58;Tee (Small);Tea
12.08.2019 08:50;Kaffee (Grinder 2, Small);Coffee
12.08.2019 08:49;Kaffee (Grinder 2, Small);Coffee
12.08.2019 08:32;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.08.2019 08:09;Kaffee (Grinder 2, Small);Coffee
12.08.2019 08:08;Espresso (Grinder 1, Small);Espresso
12.08.2019 08:07;Espresso (Grinder 1, Small);Espresso
12.08.2019 08:05;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
12.08.2019 08:00;Espresso (Grinder 1, Small);Espresso
12.08.2019 07:59;Kaffee (Grinder 2, Small);Coffee
12.08.2019 07:57;Kaffee (Grinder 2, Small);Coffee
12.08.2019 07:56;Kaffee (Grinder 2, Small);Coffee
12.08.2019 07:52;Tee (Small);Tea
12.08.2019 07:52;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 07:51;Latte Macchiato (Grinder 1, Milk 1, Small);Latte Macchiato
12.08.2019 07:50;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
12.08.2019 07:46;Tee (Small);Tea
12.08.2019 07:46;Tee (Small);Tea
12.08.2019 07:46;Ristretto (Grinder 1, Small);Ristretto
12.08.2019 07:45;Ristretto (Grinder 1, Small);Ristretto
12.08.2019 07:37;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.08.2019 07:34;Espresso (Grinder 1, Small);Espresso
12.08.2019 07:31;Espresso (Grinder 1, Small);Espresso
12.08.2019 07:30;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.08.2019 07:27;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
12.08.2019 07:26;Tee (Small);Tea
12.08.2019 07:25;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 07:24;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
12.08.2019 07:22;Kaffee (Grinder 2, Small);Coffee
12.08.2019 07:21;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.08.2019 07:13;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
12.08.2019 07:13;Kaffee (Grinder 2, Small);Coffee
12.08.2019 07:10;Kaffee (Grinder 2, Small);Coffee
12.08.2019 07:04;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.08.2019 07:00;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.08.2019 07:00;White Americano (Grinder 1, Milk 1, Small);White Americano
12.08.2019 06:54;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 06:53;Espresso (Grinder 1, Small);Espresso
12.08.2019 06:52;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.08.2019 06:45;Kaffee (Grinder 2, Small);Coffee
12.08.2019 06:40;Kaffee (Grinder 2, Small);Coffee
12.08.2019 06:39;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 06:35;Tee (Small);Tea
12.08.2019 06:35;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 06:34;Kaffee (Grinder 2, Small);Coffee
12.08.2019 06:28;Kaffee (Grinder 2, Small);Coffee
12.08.2019 06:25;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 06:22;Tee (Small);Tea
12.08.2019 06:22;Double Espresso (Grinder 1, Small);Espresso
12.08.2019 06:16;Kaffee (Grinder 2, Small);Coffee
